RA,DEC,BRICKNAME,FLUX_G,FLUX_R,FLUX_Z,FLUX_W1,TYPE,g_mag,r_mag,z_mag,w1_mag,r_minus_z,z_minus_w1,is_lrg_v1,is_lrg_v2,is_lrg_v3,is_lrg_v4,is_lrg_v5,phase3_ranking_mode,region_id,phase3_region_rank
3.790535020277449,-32.084822901912204,0036m320,0.65746963,2.2732162,7.488911,196.23273,SER,22.95531075813428,21.608398121362583,20.313953304584132,16.768071401764743,1.2944448167784515,3.5458819028193886,False,True,True,True,True,density_v3,25,2
3.790634351859054,-32.010609795360224,0036m320,-0.07306609,0.3327057,8.91843,1405.9323,REX,,23.69484937580721,20.124278940212946,14.630089016455388,3.570570435594263,5.494189923757558,False,True,True,True,True,density_v3,25,2
3.7910562597647663,-32.07958425580066,0036m320,1.4585353,4.097845,9.9521475,90.86921,DEV,22.090207628527935,20.968611161233056,20.00520799166704,17.60395812750486,0.9634031695660177,2.4012498641621782,False,True,True,True,True,density_v3,25,2
3.7911525872811866,-32.00541704264857,0036m320,0.51535475,1.9671484,17.129314,100.204094,SER,23.219734286467883,21.765407177295323,19.415650046823934,17.497786336485404,2.3497571304713887,1.9178637103385299,True,True,True,True,True,density_v3,25,2
3.791252830267554,-32.037590928818425,0036m320,2.991841,2.460611,38.4109,2981.1172,REX,21.310153698196743,21.522392550783337,18.538863788789932,13.814052378868215,2.983528761993405,4.724811409921717,True,True,True,True,True,density_v3,25,2
3.7919166707783902,-32.08852763933399,0036m320,0.14549476,1.3636742,21.970854,788.87897,REX,24.59288162567141,22.163223468920993,19.145382664272397,15.25747405684416,3.0178408046485963,3.887908607428237,True,True,True,True,True,density_v3,25,2
3.7920372186900346,-32.00203067385176,0036m320,0.26283574,1.8319342,43.637173,161.71245,SER,23.9507889466926,21.84272531570817,18.400358488988516,16.978141370428844,3.4423668267196526,1.4222171185596721,False,False,True,True,True,density_v3,25,2
3.7923701450887783,-31.994650364224345,0036m320,0.3426656,0.8931314,10.648491,274.79086,REX,23.66282368964751,22.62271163447823,19.93177983918726,16.402494279818477,2.690931795290968,3.529285559368784,True,True,True,True,True,density_v3,25,2
3.7924879364182633,-32.081206198884146,0036m320,0.73027235,1.5768191,14.047293,539.4702,REX,22.841287852391595,22.005545346230857,19.631018419767905,15.670081321317795,2.374526926462952,3.9609370984501098,True,True,True,True,True,density_v3,25,2
3.794471076221641,-31.9997437376165,0036m320,-0.03813725,0.38494173,9.967747,259.13013,REX,,23.53651252422388,20.003507513277953,16.46620523047556,3.533005010945928,3.5373022828023934,False,True,True,True,True,density_v3,25,2
