name,ra,dec,zlens,type,grading,ref
DESI-009.1265-50.5258,9.12669,-50.52617,0.637,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-009.1276-01.3310,9.12758,-1.33098,0.5375,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.1701+00.7687,9.17008,0.7687,0.701,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-009.1812-06.7863,9.18117,-6.78633,0.727,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.1813-21.0887,9.18129,-21.08867,0.378,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.1954-47.0114,9.19546,-47.01144,0.602,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.2424-51.2087,9.24237,-51.20865,0.369,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-009.2591-27.4885,9.25908,-27.48851,0.709,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.3986-59.0704,9.39858,-59.07036,0.505,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-009.4373-51.2525,9.43733,-51.25248,0.679,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.4655-11.1778,9.4655,-11.1778,0.603351,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.4901-61.7741,9.49008,-61.7741,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.5202-45.3543,9.52014,-45.35432,0.365,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023 | Rojas et al. (2021) - arXiv:2109.00014
DESI-009.5339-09.6094,9.53392,-9.60938,0.3,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.5564-11.5216,9.55642,-11.52158,0.696,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.5601-22.3541,9.56002,-22.35408,0.544,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-009.5736-64.5942,9.57356,-64.59421,0.649,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-009.5746+19.7738,9.57454,19.77378,0.27284065,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-009.5789-22.7448,9.57892,-22.7448,0.659,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.5831-22.7369,9.58308,-22.7369,0.669,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.6186-25.3693,9.61858,-25.3693,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.6226-36.7634,9.62258,-36.7634,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.6714-43.7215,9.67142,-43.72149,0.499,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.6721-07.4138,9.67208,-7.4138,0.279759,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.6740-43.7120,9.674,-43.71202,0.555,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-009.6858-49.3927,9.68579,-49.39272,0.494,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.6882-31.6122,9.68817,-31.61219,0.22,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.7307+07.3230,9.73071,7.323,0.254746,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-009.7339-58.3884,9.73387,-58.38841,0.17,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.7395-07.7564,9.7395,-7.7564,0.40994,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-009.7879-09.2743,9.78788,-9.27429,0.363,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.7963-02.9569,9.79625,-2.95693,0.5775,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.8148+10.6117,9.81479,10.61171,0.706,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.8163-53.1355,9.81633,-53.13552,0.475,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.8916-39.4641,9.89237,-39.46365,0.381,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-009.9772-12.2100,9.97721,-12.21,0.498,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-009.9905-51.9957,9.99054,-51.99574,0.619,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-009.9949-11.4890,9.99488,-11.48899,0.4097115,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-009.9958+00.5677,9.99579,0.5677,0.525467,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-010.0257-13.1047,10.02571,-13.10467,0.886,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.0606-06.7620,10.06056,-6.76202,0.4691,galaxy,probable,Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Talbot et al. (2020) - arXiv:2007.09006 | Huang et al. (2021) - arXiv:2005.04730
DESI-010.0721-40.4119,10.07264,-40.41129,0.7042406,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-010.1174-31.5268,10.11742,-31.52685,0.173,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.2097-44.1375,10.20971,-44.13749,0.386,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.2401-09.0954,10.2401,-9.09544,0.59,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970 | Storfer et al. (2022) - arXiv:2206.02764
DESI-010.2439-02.0572,10.24392,-2.0572,0.209,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-010.2791-20.3243,10.27908,-20.32428,0.523,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.3084-06.7092,10.30837,-6.70919,0.4109,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.3152-34.4905,10.31517,-34.49054,0.788,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.3630-01.1298,10.363,-1.1298,0.914,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-010.3697-51.0101,10.36971,-51.0101,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.4341-23.6515,10.43408,-23.6515,0.390467,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.4613-51.9640,10.46127,-51.96398,0.2529064,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-010.4793-53.4575,10.47933,-53.45755,0.539,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.5105-15.2581,10.51046,-15.25808,0.351,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-010.5365-09.9688,10.5365,-9.9688,0.417335,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.5411-24.8076,10.54108,-24.80757,0.526,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.5478-40.7764,10.5475,-40.7756,0.46,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.5514-20.4357,10.55146,-20.43566,0.662,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.5609-08.4199,10.56092,-8.41985,0.324,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.5692-05.5844,10.56921,-5.5844,0.276423,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.5824-29.8964,10.58242,-29.89645,0.428,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.6237-15.1890,10.62371,-15.189,0.407,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.6538+06.4137,10.65383,6.41371,0.5046,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.7179-08.8948,10.71792,-8.89476,0.72,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.7545-16.4883,10.756,-16.489,0.285,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.7649-35.3982,10.76492,-35.39817,0.354,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.8534-20.6214,10.85322,-20.62119,0.292,cluster,probable,"Moustakas et al. (2012) - adsabs:2012hst..prop12833M | B\""ohringer et al. (2004) - arXiv:astro-ph/0405546 | Huang et al. (2021) - arXiv:2005.04730"
DESI-010.8725-61.9787,10.8725,-61.97869,0.334,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.9206+05.6150,10.92062,5.61503,0.6298,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-010.9437-50.1036,10.94371,-50.10363,0.484,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-010.9457+21.2998,10.94567,21.2998,0.848,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-010.9823-38.8884,10.98229,-38.8884,0.636,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-010.9961-20.5462,10.99629,-20.5453,0.707,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.0120+28.5026,11.012,28.5026,0.612451,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-011.0219-04.8058,11.02192,-4.80581,0.77,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Huang et al. (2020) - arXiv:1906.00970
DESI-011.0740+32.4949,11.07404,32.49493,0.688,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.0894-23.0368,11.08937,-23.03678,0.384,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.1176-09.8211,11.11758,-9.8211,0.548459,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-011.1385-32.0233,11.13854,-32.02334,0.404,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.1538-00.9237,11.15506,-0.9223,0.2,galaxy,probable,O'Donnell et al. (2021) - arXiv:2110.02418 | Moraes et al. (2014) - adsabs:2014RMxAC..44..202M | Storfer et al. (2022) - arXiv:2206.02764
DESI-011.1773-22.4927,11.17729,-22.49267,0.491,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.2093-34.3125,11.20931,-34.31249,0.607,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023 | Rojas et al. (2021) - arXiv:2109.00014
DESI-011.2690-58.1837,11.26896,-58.18367,0.71,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.3586-34.2832,11.35858,-34.2832,0.86,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-011.4051-36.0942,11.40508,-36.09421,0.399,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.4196-35.1414,11.41954,-35.14136,0.251,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.4643+16.0004,11.46433,16.00039,0.403,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.4669-10.0840,11.46692,-10.08398,0.867,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.4816-33.7800,11.48158,-33.78002,0.744,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.4948-33.2477,11.49475,-33.24772,0.383,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-011.5598-31.3403,11.55983,-31.34033,0.402,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.5801-46.7768,11.58008,-46.77677,0.734,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.5916-37.7673,11.59158,-37.76734,0.281,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.6128-26.6737,11.61279,-26.6737,0.399,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-011.6336-01.5756,11.63358,-1.57557,0.2277,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | O'Donnell et al. (2021) - arXiv:2110.02418
DESI-011.6341-32.5680,11.63408,-32.568,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-011.6590-25.2859,11.659,-25.28592,0.211,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.6954+11.3072,11.69542,11.30717,0.5787,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.7542-17.7246,11.75417,-17.72461,0.251,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.8229-17.8748,11.82292,-17.87476,0.322,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.8246-24.3192,11.82458,-24.31916,0.663,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.8678-56.7869,11.87221,-56.786,0.277,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.8779-17.3783,11.87796,-17.3783,0.67698365,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-011.8874+00.4247,11.88742,0.42472,0.5989,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.9124+03.3756,11.91237,3.3756,0.732,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.9235-06.1032,11.9235,-6.1032,0.519,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-011.9249-19.6443,11.9248,-19.64427,0.688,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Rojas et al. (2021) - arXiv:2109.00014
DESI-011.9630-32.8146,11.963,-32.81458,0.229,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-011.9665-31.3143,11.9665,-31.31428,0.631,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.0723-18.1481,12.07233,-18.14813,0.643,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.1155-17.9645,12.11546,-17.9645,0.735,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Rojas et al. (2021) - arXiv:2109.00014
DESI-012.1684+06.6564,12.16842,6.65644,0.35,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.1733-32.9865,12.17323,-32.9865,0.651,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Petrillo et al. (2018) - arXiv:1812.03168
DESI-012.2587-35.8012,12.25993,-35.80298,0.578,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M
DESI-012.2775+04.2526,12.27754,4.25261,0.507,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.3074-25.6429,12.30737,-25.64286,0.153,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.3301-41.0660,12.33012,-41.06599,0.548,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.3318-35.4585,12.33175,-35.45851,0.43,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Li et al. (2021) - arXiv:2110.01905
DESI-012.3679-18.0057,12.36783,-18.00571,0.26,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.3687-64.2105,12.36875,-64.21046,0.32,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.3856-57.2184,12.38558,-57.21841,0.472,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.4025+19.0052,12.40254,19.00515,0.405,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.4409-11.8113,12.44092,-11.81127,0.705,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.4607-25.8600,12.46067,-25.85998,0.782,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.4931+02.4544,12.49312,2.45441,0.438,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-012.5246-19.8589,12.52462,-19.85888,0.588,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.5310-18.6438,12.531,-18.6438,0.346,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-012.5369-46.1562,12.53658,-46.15584,0.317,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-012.5414-15.3948,12.54142,-15.3948,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-012.5583+03.1721,12.55825,3.17214,0.4784,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.5674-30.3525,12.56742,-30.3525,0.756,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.6873-50.8424,12.68733,-50.84244,0.628,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.6879+05.1953,12.68792,5.1953,0.394015,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-012.7102-05.6071,12.71017,-5.60706,0.863,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.7292-42.4356,12.72917,-42.43557,0.801,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.7497-59.8884,12.7515,-59.8873,0.524,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.8180+04.4449,12.81804,4.44486,0.409,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.9008-09.3904,12.90079,-9.3904,0.448485,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-012.9042-19.5721,12.90421,-19.57209,0.83,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-012.9298-26.1385,12.92975,-26.13847,0.285,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.0302-14.4655,13.029,-14.4634,0.423,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.0309-62.2004,13.03092,-62.2004,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.0826-21.4621,13.08258,-21.4621,0.533,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.1124-34.1774,13.11246,-34.17744,0.598,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.1298-09.9877,13.12979,-9.98773,0.549,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.1825+12.3235,13.18246,12.32355,0.819,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.2126-24.3469,13.21258,-24.3469,0.601,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.2271-30.6253,13.22708,-30.62526,0.285,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.2562-05.7988,13.25619,-5.7988,0.779,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Rojas et al. (2021) - arXiv:2109.00014
DESI-013.2589+18.3657,13.25892,18.36574,0.308,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.3666-16.0988,13.36658,-16.0988,0.68,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.3935-24.8976,13.3935,-24.89756,0.598,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.4090+00.9209,13.40852,0.92112,0.2851,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-013.4153-44.7865,13.41529,-44.78653,0.474,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.4834-25.7652,13.48342,-25.7652,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.4929-41.6758,13.49287,-41.67577,0.769,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.5171-50.2206,13.51712,-50.22061,0.887,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.5202-30.9692,13.52021,-30.96924,0.398,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.5376-47.0966,13.53758,-47.09665,0.778,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.5498-27.6496,13.54979,-27.64956,0.642,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.5957-05.7105,13.59571,-5.7105,0.503595,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-013.6190-46.6155,13.619,-46.6155,0.36,galaxy,probable,Diehl et al. (2017) - doi:10.3847/1538-4365/aa8667 | Storfer et al. (2022) - arXiv:2206.02764
DESI-013.6529-16.8149,13.65296,-16.81493,0.718,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.7211-43.7422,13.72112,-43.74223,0.699,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.7459-22.0606,13.74588,-22.06065,0.959,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.8104-15.9165,13.81042,-15.9165,0.741,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-013.8403-50.1636,13.84025,-50.16362,0.716,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.8723-61.1577,13.87233,-61.1577,0.66492134,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-013.8808-43.8927,13.88075,-43.89273,0.602,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-013.9264-01.0692,13.92642,-1.0692,0.501,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-013.9873-00.6495,13.98729,-0.6495,0.565923,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-014.0037-16.9999,14.00367,-16.99987,0.797,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-014.0105+03.0152,14.0105,3.0152,0.536718,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-014.0464+00.1260,14.04642,0.126,0.456282,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-014.0683-01.3924,14.06829,-1.3924,0.704,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-014.0730-02.4262,14.073,-2.4262,0.328,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-014.0919+24.1151,14.09192,24.1151,0.8337,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-014.1400-29.2327,14.14,-29.2327,0.523391,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-014.1513-17.6964,14.15125,-17.69643,0.722,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-014.1749-32.3597,14.17487,-32.35974,0.466,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-014.1862-18.9657,14.18621,-18.9657,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-014.2189-16.4016,14.21892,-16.4016,0.359,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-014.2352-25.7746,14.23521,-25.7746,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
