name,ra,dec,zlens,type,grading,ref
DESI-098.2920-58.6332,98.292,-58.63318,0.363,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-098.3120+62.9687,98.31204,62.96872,0.427,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-100.1030+47.5452,100.10304,47.54524,0.231,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-100.2516+64.4877,100.25162,64.48772,0.80362993,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-101.2298+38.1657,101.22983,38.16571,0.508,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-101.4601+48.5810,101.46008,48.581,0.499,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-102.2440+36.2021,102.244,36.2021,0.659,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-102.6560+48.4895,102.65596,48.48951,0.26,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-102.7038+45.2121,102.70379,45.21208,0.6176333,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-103.0258+33.1167,103.02579,33.1167,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-104.1909+38.7456,104.19092,38.7456,0.454886,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-104.3289+45.1488,104.32892,45.1488,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-104.3594+32.5562,104.35942,32.5562,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-104.6026+65.4649,104.60254,65.46494,0.582,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-105.4164+69.4848,105.41637,69.48476,0.593,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-105.5221+44.8193,105.52208,44.81932,0.115,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-106.9992+50.2149,106.99921,50.2149,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-107.5775+40.1752,107.5775,40.1752,0.292836,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-107.9747+28.3465,107.97471,28.3465,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-109.1433+38.3519,109.1425,38.35192,0.367,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Canameras et al. (2020) - arXiv:2004.13048
DESI-109.4199+46.4087,109.42038,46.40866,0.429,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Canameras et al. (2020) - arXiv:2004.13048
DESI-109.4348+42.7031,109.43479,42.7031,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-109.4518+40.4142,109.45178,40.41418,0.5137,galaxy,probable,Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Storfer et al. (2022) - arXiv:2206.02764 | Talbot et al. (2020) - arXiv:2007.09006
DESI-109.5046+33.9581,109.50458,33.95805,0.294,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-109.9018+27.9032,109.90179,27.9032,0.533,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-109.9255+57.3569,109.9255,57.3569,0.747,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-110.1106+50.2659,110.11067,50.26587,0.403,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-110.3511+39.3824,110.35117,39.38244,0.897,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-110.3588+29.6455,110.35875,29.64548,0.288,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-110.4891+49.8801,110.48908,49.8801,0.43,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-110.6705+52.2273,110.6705,52.2273,0.619,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-111.9670+30.2010,111.967,30.201,0.152702,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-112.0041+47.9631,112.00408,47.9631,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-112.0551+31.6799,112.05508,31.6799,0.674538,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-112.1758+38.2037,112.17579,38.2037,0.595614,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-112.6173+38.3732,112.61729,38.3732,0.526254,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-113.1179+37.6176,113.11908,37.6175,0.222,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-113.2568+51.5755,113.25677,51.5755,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Savary et al. (2021) - arXiv:2110.11972
DESI-113.2734+24.8442,113.27346,24.84419,0.4411,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-113.5048+34.7261,113.50479,34.7261,0.616217,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-113.7119+17.2044,113.71192,17.20442,0.278,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-114.0195+21.3041,114.0195,21.3041,0.453318,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-114.0238+16.5774,114.02375,16.57744,0.488,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-114.4052+26.6132,114.40521,26.61319,0.7552,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-114.8425+35.0802,114.84254,35.0802,0.62,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-115.1882+23.6506,115.18821,23.65061,0.3784,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-115.3417+37.4889,115.34171,37.4889,0.603104,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-115.4473+34.9407,115.44729,34.9407,0.528661,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-115.5442+20.7604,115.54421,20.76038,0.6897,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-115.6174+16.6039,115.61742,16.6039,0.254746,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-115.8731+50.8031,115.87308,50.8031,0.615191,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-116.3092+33.6326,116.30921,33.6326,0.564242,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-116.4388+09.6096,116.43879,9.6096,0.502208,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-116.5304+74.5394,116.53037,74.53937,0.5878494,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-116.9217+26.8160,116.92171,26.816,0.285,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-117.0810+09.0661,117.0806,9.06592,0.35279688,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-117.2449+53.7774,117.24492,53.7774,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-117.6878+28.8868,117.68783,28.88681,0.4956,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-117.7803+11.1984,117.78029,11.1984,0.359182,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.1342+17.9583,118.13421,17.95826,0.3646,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-118.1422+12.5087,118.14221,12.50869,0.618,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-118.2474+52.6265,118.24742,52.6265,0.818594,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.3583+10.5130,118.35829,10.513,0.565532,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.4491+20.9528,118.44908,20.9528,0.586647,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-118.4567+25.8080,118.45671,25.808,0.502428,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.7209+31.4647,118.72092,31.4647,0.615592,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.7359+26.7982,118.73592,26.79817,0.982,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-118.7654+12.3763,118.76542,12.3763,0.667419,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-118.7961+09.7365,118.79608,9.7365,0.819,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-118.8480+34.7610,118.84798,34.761,0.7224,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Shu et al. (2016) - arXiv:1604.01842 | Savary et al. (2021) - arXiv:2110.11972 | Tran et al. (2022) - arXiv:2205.05307
DESI-118.9928+32.5688,118.99283,32.56876,0.403,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-119.0587+30.2350,119.05871,30.235,0.381295,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-119.0983+11.8480,119.09825,11.84796,0.804,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-119.3016+24.1528,119.30158,24.1528,0.516089,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-119.5865+12.3470,119.5865,12.347,0.579369,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-119.8021+29.7959,119.80212,29.79595,0.765,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-120.0515+43.4978,120.0515,43.4978,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-120.1951+15.1400,120.19512,15.13999,0.1641,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-120.2855+25.2802,120.28427,25.27938,0.387634,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-120.3991+54.8115,120.39908,54.8115,0.528641,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-120.8080+22.5831,120.80804,22.58315,0.5406,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-120.8544+37.7610,120.85442,37.761,0.704882,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-120.9270+06.9043,120.927,6.90425,0.657,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-120.9734+54.6452,120.97342,54.64524,0.827,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.1101+04.0217,121.11012,4.02166,0.369,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.1184+00.1988,121.11842,0.19876,0.69,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.1641+18.4419,121.16412,18.44194,0.244,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.2039+37.2950,121.20392,37.29498,0.622,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.3332+07.0786,121.33317,7.0786,0.81,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.3411+53.5773,121.34108,53.57727,0.735,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.3924+20.1296,121.39246,20.12956,0.242,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.6711+06.6104,121.67108,6.61039,0.097,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-121.6990+77.2344,121.699,77.2344,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-121.8813+44.1801,121.88128,44.18008,0.415,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Wen et al. (2011) - arXiv:1108.0494
DESI-121.9811+01.8792,121.98112,1.87919,0.166,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-122.0852+10.5284,122.0851,10.5284,0.475419,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970 | Tran et al. (2022) - arXiv:2205.05307
DESI-122.4254+23.5636,122.42542,23.56357,0.2733,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-122.5113+33.7794,122.51129,33.7794,0.313649,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-122.5445-01.9522,122.5445,-1.9522,0.634878,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-122.8280+00.5908,122.828,0.5908,0.379863,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-122.8819+41.6140,122.88192,41.614,0.281532,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-122.9433+00.9701,122.94329,0.9701,0.448485,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-123.0340+15.9659,123.03396,15.96593,0.75,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-123.0769+07.4780,123.07692,7.47803,0.606,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-123.3860+33.6484,123.386,33.64842,0.3756,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-123.5420+11.5365,123.542,11.5365,0.119792,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-123.6121+27.3335,123.61208,27.3335,0.338326,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-123.7256+29.3517,123.72554,29.35168,0.327,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-124.2472+49.0289,124.24717,49.02888,0.3589,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-124.2632+17.1177,124.26321,17.11771,0.347,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-124.3100+74.1113,124.31,74.1113,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-124.4075+02.1419,124.40754,2.14194,0.832,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-124.8181+31.4990,124.81808,31.499,0.581921,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-124.8971+28.5194,124.89708,28.51942,0.6271,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-124.9193+19.2529,124.91929,19.2529,0.606035,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-125.0810+11.8018,125.081,11.80176,0.461,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.1362+03.6948,125.13621,3.6948,0.28,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.2198+10.7893,125.21979,10.78933,0.4564,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.2460+36.1495,125.246,36.1495,0.646,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.3337+36.3640,125.33371,36.36405,0.456,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.3370+36.3628,125.33696,36.36277,0.4615,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.3638+69.4352,125.36379,69.4352,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-125.6310+75.0251,125.631,75.0251,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-125.6314+25.5938,125.63142,25.59384,0.453,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.6392-00.4650,125.63921,-0.465,0.525263,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-125.8853+07.0397,125.88531,7.04071,0.50222147,galaxy,probable,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-125.9350+04.6293,125.935,4.6293,0.65671,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-125.9419+44.2780,125.94187,44.27803,0.3374,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-125.9590+14.9237,125.95904,14.9237,0.3465,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-126.0009+22.8735,126.00092,22.87349,0.2772,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-126.0500+04.7936,126.05,4.7936,0.389601,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-126.3328+26.2937,126.33175,26.29385,0.351,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-126.5062+11.2491,126.50621,11.24907,0.544,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-126.5687+21.5660,126.56867,21.56602,0.679,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-126.6199+16.5035,126.61992,16.50355,0.836,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-126.6812+06.6279,126.68121,6.62795,0.3945,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-126.7347+14.9881,126.73471,14.98807,0.6244,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-126.9133+31.8713,126.91325,31.87132,0.192,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-127.1210+08.8746,127.12104,8.87464,0.514,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-127.1396+17.1897,127.13958,17.18972,0.7068,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-127.1490+06.8658,127.14904,6.86576,0.3598,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-127.4741-06.5287,127.47408,-6.52866,0.515,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Zaborowski et al. (2022) - arXiv:2210.10802
DESI-127.5712+31.8102,127.57121,31.81024,0.705,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-128.1154-00.1150,128.11537,-0.11504,0.408,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-128.1456+11.5864,128.14558,11.5864,0.613313,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-128.1700+04.9160,128.17004,4.91597,0.6486,galaxy,probable,Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Storfer et al. (2022) - arXiv:2206.02764 | Talbot et al. (2020) - arXiv:2007.09006
DESI-128.6650+05.5548,128.66504,5.55481,0.531,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-128.7014+16.6466,128.70142,16.64664,0.5559,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-128.8049+41.1131,128.80492,41.1131,0.516305,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-129.0557+06.9733,129.05636,6.97278,0.2969,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Storfer et al. (2022) - arXiv:2206.02764
DESI-129.1254-00.6866,129.12542,-0.68658,0.288,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.1659+06.6589,129.16587,6.65888,0.375,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.1747+46.5104,129.17467,46.51041,0.79,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-129.2317+21.8853,129.23171,21.88529,0.866,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.6057+30.2873,129.60571,30.2873,0.283,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-129.7679+25.4877,129.76792,25.48774,0.3444,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.8285+12.4182,129.82846,12.41819,0.472,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.8490+39.2030,129.849,39.20298,0.317,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-129.9505+30.6284,129.9505,30.6284,0.665259,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-130.0101+08.6330,130.01012,8.63304,0.5322,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-130.0214+11.8118,130.02142,11.8118,0.406444,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-130.2624+07.0416,130.26238,7.04164,0.0828,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-130.4632-05.5459,130.46321,-5.54592,0.248,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-130.5312+27.2618,130.53121,27.2618,0.417865,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-130.6033+10.4171,130.60329,10.4171,0.484751,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-130.6476+30.3670,130.64758,30.367,0.504134,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-130.7280-02.0271,130.728,-2.0271,0.422,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-130.8173+14.6107,130.81729,14.61071,0.567,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-130.8872-07.3106,130.88725,-7.31059,0.747,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-131.3607+00.0361,131.36071,0.0361,0.867,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-131.4207-03.9771,131.42071,-3.97707,0.688,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-131.4468+29.9075,131.44579,29.908,0.306,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-131.5647+51.9315,131.56471,51.9315,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-131.8404+27.8801,131.84037,27.88006,0.444,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-131.8556+14.2550,131.85558,14.255,0.311,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-131.8690+19.0748,131.869,19.0748,0.77,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-131.9068+13.5143,131.90679,13.5143,0.470733,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-132.0326+28.1427,132.03254,28.14265,0.48,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-132.1146+16.7675,132.11462,16.76749,0.5624,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-132.2632+15.5847,132.26321,15.58472,0.371,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764
DESI-132.2802+22.0446,132.28019,22.04459,0.289522,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Talbot et al. (2020) - arXiv:2007.09006
DESI-132.4286+29.7247,132.42908,29.7245,0.685,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-132.6382+40.6196,132.63821,40.6196,0.413523,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-132.8111+24.4868,132.81108,24.4868,0.676519,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-132.8310+26.9762,132.831,26.97616,0.4804,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-132.8577+35.9700,132.86036,35.97055,0.252,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Stark et al. (2013) - arXiv:1302.2663
DESI-132.9765+15.8908,132.9765,15.89084,0.5029,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-133.1155+26.4614,133.1155,26.4614,0.536283,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-133.2476+08.8592,133.24754,8.85919,0.737,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-133.2797+47.2469,133.27708,47.2471,0.49,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-133.3800+23.3652,133.38,23.3652,0.284,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Tran et al. (2022) - arXiv:2205.05307
DESI-133.5531-04.4026,133.55308,-4.4026,0.796,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-133.6197+10.1374,133.61964,10.13731,0.297824,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970 | Wen et al. (2011) - arXiv:1108.0494
DESI-133.6800+06.7508,133.681,6.74902,0.50243753,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-133.9495+26.5807,133.94996,26.58026,0.6485958,galaxy,confident,Stein et al. (2021) - arXiv:2110.00023 | Storfer et al. (2022) - arXiv:2206.02764
DESI-134.0057-07.2488,134.00571,-7.2488,0.352,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-134.1503+23.8641,134.15029,23.8641,0.468372,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-134.2270+07.9517,134.22696,7.95166,0.3548,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-134.2854+09.9173,134.28542,9.91734,0.436,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-134.3046+16.4322,134.30458,16.4322,0.444086,galaxy,confident,Huang et al. (2021) - arXiv:2005.04730
DESI-134.3978+21.5059,134.39779,21.5059,0.260817,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-134.8207+06.2549,134.82071,6.2549,0.247908,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-135.1408-03.2463,135.14083,-3.24629,0.345,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.1795-00.0232,135.17946,-0.02319,0.322,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.2902+45.4310,135.29021,45.43097,0.7382,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.3125+09.9401,135.3125,9.9401,0.808,galaxy,confident,Huang et al. (2020) - arXiv:1906.00970
DESI-135.6487-04.2522,135.64875,-4.25222,0.304,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.7214+05.6896,135.72133,5.68958,0.426,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.7240-06.2970,135.72398,-6.297,0.282,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764 | Zaborowski et al. (2022) - arXiv:2210.10802
DESI-135.9427+12.6296,135.94275,12.62964,0.601,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-135.9714+07.1954,135.97142,7.1954,1.046,galaxy,probable,Huang et al. (2020) - arXiv:1906.00970
DESI-136.0739+01.6892,136.07396,1.68916,0.262,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-136.0956+45.0733,136.09558,45.0733,0.297438,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-136.4227+34.8998,136.42271,34.8998,0.511356,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
DESI-136.4655+13.0307,136.46546,13.03071,0.6349,galaxy,confident,Storfer et al. (2022) - arXiv:2206.02764 | Stein et al. (2021) - arXiv:2110.00023
DESI-136.8348-05.3742,136.83479,-5.37422,0.414,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-136.8675+42.5504,136.86706,42.55048,0.241267,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730 | Canameras et al. (2020) - arXiv:2004.13048 | Moustakas et al. (2012) - adsabs:2012hst..prop12833M | Talbot et al. (2020) - arXiv:2007.09006 | Savary et al. (2021) - arXiv:2110.11972
DESI-137.0006+30.1728,137.00062,30.17278,0.3433,galaxy,probable,Storfer et al. (2022) - arXiv:2206.02764
DESI-137.1509+54.2055,137.15092,54.2055,,galaxy,probable,Huang et al. (2021) - arXiv:2005.04730
